#Simulation Analysis Results CSV File 2023-12-18T22:48:10.190704
#Generated on structure: ""
TimeStep,RMSD_Backbone_8020,Rad_Gyration_8020
27200.544,1.35393640662,23.3678808502
27300.546000000002,1.35871841947,23.5853416623
27400.548,1.37438721784,23.5124576436
27500.55,1.30170873161,23.5306270675
27600.552,1.21602794827,23.5679249564
27700.554,1.25581755037,23.4735517286
27800.556,1.38008217948,23.5581973316
27900.558,1.33005338246,23.595309391
28000.56,1.42379537831,23.5210148463
28100.562,1.33847376346,23.5338747763
28200.564000000002,1.38329565335,23.5525660648
28300.566,1.30691528255,23.6081256932
28400.568,1.33634840345,23.4121060541
28500.57,1.36005648056,23.4166210829
28600.572,1.42513461316,23.4512676937
28700.574,1.47142269265,23.4450774703
28800.576,1.37738439265,23.5691401368
28900.578,1.40055997104,23.4792806744
29000.58,1.48644488173,23.4774915771
29100.582000000002,1.3976585639,23.4153207637
29200.584,1.36538790688,23.4319792395
29300.586,1.31141917891,23.5287170844
29400.588,1.34074508259,23.4988324461
29500.59,1.35196042715,23.4524034413
29600.592,1.3388535817,23.4550338198
29700.594,1.39154225911,23.4269793628
29800.596,1.31303786928,23.5769474039
29900.598,1.30714652205,23.5486618753
30000.600000000002,1.34000391514,23.5201437138
30100.602,1.35195577661,23.5196526497
30200.604,1.3816565109,23.4265141389
30300.606,1.37662029918,23.5922776056
30400.608,1.3658983629,23.4231666132
30500.61,1.29798802785,23.4030877721
30600.612,1.33113991291,23.4487246023
30700.614,1.39118281839,23.4455445782
30800.616,1.41031246371,23.5186258616
30900.618000000002,1.41565120417,23.5312401732
31000.62,1.38746375383,23.5578170141
31100.622,1.27961358277,23.5621885746
31200.624,1.32986344501,23.5211593588
31300.626,1.29385441884,23.5155008358
31400.628,1.28045598595,23.5563735538
31500.63,1.25216336494,23.5174070745
31600.632,1.30974554724,23.6043757295
31700.634000000002,1.32265938439,23.583222536
31800.636000000002,1.27501819406,23.5873861585
31900.638,1.26442719551,23.5465430085
32000.64,1.29280630216,23.5528667098
32100.642,1.28114047064,23.6291596187
32200.644,1.2671243301,23.5043120114
32300.646,1.29884673037,23.5707500882
32400.648,1.25369671394,23.4775754136
32500.65,1.26188750847,23.5874365236
32600.652000000002,1.2562852593,23.4459923383
32700.654000000002,1.23256770777,23.5093759321
32800.656,1.20886320028,23.4829589679
32900.658,1.23980030781,23.4919851678
33000.66,1.31743098384,23.5138208803
33100.662000000004,1.27949493411,23.4327873339
33200.664000000004,1.30992572881,23.5722557264
33300.666,1.27687828077,23.5296519372
33400.668,1.28760571176,23.51130135
33500.67,1.30225478009,23.5080392842
33600.672,1.31139496124,23.465244531
33700.674,1.31698311547,23.5761787529
33800.676,1.3769304975,23.4678830525
33900.678,1.31008686771,23.5256465402
34000.68,1.46432734538,23.4928220561
34100.682,1.214132852,23.525135776
34200.684,1.33497657688,23.459930575
34300.686,1.28732949462,23.4692003458
34400.688,1.28693198154,23.4055855246
34500.69,1.3915415137,23.4633595437
34600.692,1.37724263536,23.4928504966
34700.694,1.33952530196,23.5019423685
34800.696,1.31338266636,23.4029443241
34900.698000000004,1.31260623977,23.5395591551
35000.700000000004,1.31805475755,23.4654434298
35100.702,1.29599819651,23.4697001329
35200.704,1.27232809723,23.4593359062
35300.706,1.28487285249,23.4768139213
35400.708,1.39551248922,23.5646505262
35500.71,1.3393257386,23.4459062111
35600.712,1.3651034944,23.4917207023
35700.714,1.30214395538,23.4614098002
35800.716,1.2451362181,23.3954516007
35900.718,1.26577336818,23.4396765672
36000.72,1.3201530259,23.5514552074
36100.722,1.35748219919,23.4162314756
36200.724,1.37165371089,23.4744668534
36300.726,1.34685766717,23.3995006985
36400.728,1.32461826667,23.4468593497
36500.73,1.36856839475,23.4722811953
36600.732,1.29886299867,23.4603233164
36700.734000000004,1.29364324726,23.3791457741
36800.736,1.29415332733,23.4636878176
36900.738,1.37602349126,23.4548480014
37000.74,1.28218000572,23.4471426516
37100.742,1.3562576335,23.4926298515
37200.744,1.39691267726,23.3556362805
37300.746,1.37364248729,23.3565953288
37400.748,1.35511756671,23.4556767108
37500.75,1.40182456622,23.3053835064
37600.752,1.39702266856,23.4110946723
37700.754,1.38992493284,23.4612938534
37800.756,1.27556376311,23.4444281248
37900.758,1.41944920198,23.4572474968
38000.76,1.32682056122,23.4410613252
38100.762,1.31743609991,23.4436399656
38200.764,1.31659612546,23.4557275452
38300.766,1.40072881938,23.3742176591
38400.768000000004,1.40867891784,23.4412706453
38500.770000000004,1.33871937133,23.3839543213
38600.772,1.43322187358,23.5538418931
38700.774,1.35658155807,23.6217428042
38800.776,1.36818295145,23.4743426798
38900.778,1.36105019105,23.4657960402
39000.78,1.346998437,23.4696217338
39100.782,1.42005944129,23.4535397231
39200.784,1.31463002773,23.5082835893
39300.786,1.27224377938,23.417633307
39400.788,1.26529136706,23.473444968
39500.79,1.24544009639,23.5165820613
39600.792,1.27356591341,23.5195911252
39700.794,1.37778127644,23.5087914971
39800.796,1.33263691652,23.5954328345
39900.798,1.27718179612,23.4755937445
40000.8,1.31046914929,23.5817444858
40100.802,1.2746795543,23.5244851073
40200.804000000004,1.24040061385,23.4838051235
40300.806000000004,1.31072717394,23.5237603172
40400.808,1.37290464918,23.4304530544
40500.81,1.39701840105,23.4555019797
40600.812,1.37953743965,23.428334376
40700.814,1.35451897173,23.625550858
40800.816,1.33418256961,23.4463155913
40900.818,1.3579207259,23.4240814837
41000.82,1.46419020038,23.5215524231
41100.822,1.42435781215,23.5781595976
41200.824,1.43270696175,23.505662204
41300.826,1.47205074058,23.4691321661
41400.828,1.41227637706,23.4915256079
41500.83,1.32782637809,23.4906994941
41600.832,1.41964650738,23.4995928229
41700.834,1.52345321095,23.4872980256
41800.836,1.39725691073,23.481256751
41900.838,1.4721010531,23.4710206001
42000.840000000004,1.45194076229,23.5387093298
42100.842000000004,1.52246328293,23.5885016047
42200.844,1.38435884192,23.5215789436
42300.846,1.40349496926,23.537580524
42400.848,1.39309676659,23.5387929411
42500.85,1.40662174639,23.4909608583
42600.852,1.43332133687,23.4784622849
42700.854,1.43519455773,23.459628575
42800.856,1.37628302861,23.5065676422
42900.858,1.47413103426,23.3570408861
43000.86,1.41746798538,23.402670073
43100.862,1.50645001284,23.4547990716
43200.864,1.43192331965,23.5231170898
43300.866,1.40641371317,23.5058083989
43400.868,1.3265373281,23.5101681473
43500.87,1.36299142119,23.4488314667
43600.872,1.41869671048,23.4402875888
43700.874,1.48505597392,23.3837288132
43800.876000000004,1.39198663403,23.3850743017
43900.878000000004,1.40910062974,23.3729486424
44000.88,1.3956969557,23.3884003254
44100.882,1.47176610037,23.3775193708
44200.884,1.51669586758,23.3827023334
44300.886,1.4520817273,23.3776632678
44400.888,1.45473485945,23.3656937522
44500.89,1.50517998718,23.3396200972
44600.892,1.46886412355,23.2954054458
44700.894,1.43866271148,23.405996177
44800.896,1.3833694015,23.4072864976
44900.898,1.40446365499,23.4907263508
45000.9,1.42132778332,23.410673623
45100.902,1.43552817499,23.4591121767
45200.904,1.40820625199,23.4076990437
45300.906,1.39454745472,23.5091100075
45400.908,1.45055689833,23.4768890392
45500.91,1.38343155598,23.4412720656
45600.912000000004,1.4164871785,23.3976499495
45700.914000000004,1.41300176887,23.3995839868
45800.916,1.48756129196,23.4596061932
45900.918,1.48985874908,23.4061069156
46000.92,1.45977171411,23.461938067
46100.922,1.35649173327,23.490720918
46200.924,1.42366402807,23.4638553111
46300.926,1.42353956529,23.4803574909
46400.928,1.46997592775,23.5085542186
46500.93,1.38958025963,23.4485016586
46600.932,1.44747381512,23.4508398934
46700.934,1.40313531146,23.4730971964
46800.936,1.42210668115,23.3691698381
46900.938,1.39838653263,23.4180590012
47000.94,1.39021844402,23.4213422514
47100.942,1.44143182674,23.410474642
47200.944,1.43446602506,23.5549697537
47300.946,1.3433972716,23.5109313639
47400.948000000004,1.39860303458,23.4277694241
47500.950000000004,1.40154066529,23.5185022814
47600.952,1.41047499623,23.486820092
47700.954,1.50062422628,23.4016636448
47800.956,1.47312141493,23.4703057893
47900.958,1.40111748609,23.4875695745
48000.96,1.48040681649,23.5286326083
48100.962,1.42465140575,23.5414626057
48200.964,1.38256594799,23.4867303328
48300.966,1.41603749461,23.4035874392
48400.968,1.42183938764,23.4885730401
48500.97,1.43132363044,23.5029879852
48600.972,1.44741310725,23.5469255647
48700.974,1.42026431773,23.5358771934
48800.976,1.40300678396,23.4926239298
48900.978,1.41915125649,23.5595110692
49000.98,1.42611736342,23.5936421341
49100.982,1.3760488385,23.6023359122
49200.984000000004,1.45027503019,23.5197837567
49300.986000000004,1.48234112254,23.5368398187
49400.988,1.46049780875,23.5718902412
49500.99,1.42553819292,23.6492263326
49600.992,1.37847605351,23.6391465771
49700.994,1.4235125018,23.6275893304
49800.996,1.31807488053,23.6457211258
49900.998,1.4669010803,23.6501320273
50000.004,1.50221517539,23.7251461258
